"","n_items","pic_lt1","pic_lt2","pic_lt3","dd_mm_yyyy","hh_mm_star","hh_mm_end","n_garb_bin","obs","coords.x1","coords.x2","optional","beach","transect","item","activity"
"150",1,NA,NA,NA,2018-12-30,"20:20","20:27",NA,NA,-52.14701105,-32.1833452,TRUE,3,1,"shoreline-and-recreational-activities","shoreline and recreational"
"151",1,NA,NA,NA,2018-12-30,"20:20","20:27",NA,NA,-52.14700689,-32.18333567,TRUE,3,1,"straw-stirrers","shoreline and recreational"
"152",1,NA,NA,NA,2018-12-30,"20:20","20:27",NA,NA,-52.14681738,-32.18318312,TRUE,3,1,"food-packing","shoreline and recreational"
"153",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,"2Folder  Festa",-52.14976306,-32.18577205,TRUE,3,2,"paper-bag","shoreline and recreational"
"154",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,"Copo Plastico",-52.14963571,-32.18564162,TRUE,3,2,"cups-plates-forks-knives-spoons","shoreline and recreational"
"155",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,"Desconsiderar Ultimo",-52.14936088,-32.18544357,TRUE,3,2,"straw-stirrers","shoreline and recreational"
"156",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,"Folder Festa",-52.14984197,-32.18581251,TRUE,3,2,"paper-bag","shoreline and recreational"
"157",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,"Folder Festa",-52.14948856,-32.18552701,TRUE,3,2,"paper-bag","shoreline and recreational"
"158",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,"PH",-52.14954041,-32.18566595,TRUE,3,2,"medical-personal-hygiene","medical personal hygiene"
"159",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,NA,-52.14991967,-32.18585476,TRUE,3,2,"food-packing","shoreline and recreational"
"160",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,NA,-52.14983853,-32.1858127,TRUE,3,2,"bleach-cleaner-bottles","ocean waterway"
"161",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,NA,-52.14979485,-32.18577749,TRUE,3,2,"beverage-cans-metal","shoreline and recreational"
"162",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,NA,-52.14976306,-32.18577205,TRUE,3,2,"plastic-bag","shoreline and recreational"
"163",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,NA,-52.14965402,-32.18565094,TRUE,3,2,"straw-stirrers","shoreline and recreational"
"164",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,NA,-52.14938759,-32.18546509,TRUE,3,2,"straw-stirrers","shoreline and recreational"
"165",1,NA,NA,NA,2018-12-30,"20:36","20:44",NA,NA,-52.14937203,-32.18545899,TRUE,3,2,"paper-bag","shoreline and recreational"
"166",1,NA,NA,NA,2018-12-30,"20:57","21:00",NA,NA,-52.15372685,-32.18857763,TRUE,3,3,"paper-bag","shoreline and recreational"
"167",1,NA,NA,NA,2018-12-30,"20:57","21:00",NA,NA,-52.15358944,-32.18851999,TRUE,3,3,"beverage-cans-metal","shoreline and recreational"
"168",1,NA,NA,NA,2018-12-30,NA,NA,NA,"Copo plastico",-52.14766245,-32.18382209,TRUE,3,1,"cups-plates-forks-knives-spoons","shoreline and recreational"
"169",1,NA,NA,NA,2018-12-30,NA,NA,NA,"Folder",-52.14934387,-32.18541548,TRUE,3,2,"paper-bag","shoreline and recreational"
"170",1,NA,NA,NA,2018-12-30,NA,NA,NA,"Picolé",-52.14951171,-32.1856742,TRUE,3,2,"food-packing","shoreline and recreational"
"171",1,NA,NA,NA,2018-12-30,NA,NA,NA,NA,-52.14938677,-32.18547278,TRUE,3,2,"food-packing","shoreline and recreational"
"172",1,NA,NA,NA,2018-12-30,NA,NA,NA,NA,-52.14766245,-32.18382209,TRUE,3,1,"beverage-PET","shoreline and recreational"
"173",1,NA,NA,NA,2018-12-30,NA,NA,NA,NA,-52.14766245,-32.18382209,TRUE,3,1,"plastic-bag","shoreline and recreational"
"174",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21320665,-32.23907333,TRUE,2,1,"food-packing","shoreline and recreational"
"175",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21318117,-32.23908918,TRUE,2,1,"plastic-bag","shoreline and recreational"
"176",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21315193,-32.23906509,TRUE,2,1,"plastic-bag","shoreline and recreational"
"177",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21314839,-32.23905902,TRUE,2,1,"plastic-bag","shoreline and recreational"
"178",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21310176,-32.23901631,TRUE,2,1,"plastic-bag","shoreline and recreational"
"179",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21308539,-32.23908431,TRUE,2,1,"paper-bag","shoreline and recreational"
"180",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21307017,-32.23898418,TRUE,2,1,"plastic-bag","shoreline and recreational"
"181",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21306947,-32.23903702,TRUE,2,1,"plastic-bag","shoreline and recreational"
"182",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21306196,-32.23911837,TRUE,2,1,"paper-bag","shoreline and recreational"
"183",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21305452,-32.23914379,TRUE,2,1,"paper-bag","shoreline and recreational"
"184",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21305058,-32.23912625,TRUE,2,1,"paper-bag","shoreline and recreational"
"185",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21293562,-32.23882602,TRUE,2,1,"plastic-bag","shoreline and recreational"
"186",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21288119,-32.23876353,TRUE,2,1,"clothing-shoes","shoreline and recreational"
"187",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21278764,-32.23865718,TRUE,2,1,"plastic-bag","shoreline and recreational"
"188",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21278605,-32.2386474,TRUE,2,1,"plastic-bag","shoreline and recreational"
"189",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21278462,-32.23860375,TRUE,2,1,"plastic-bag","shoreline and recreational"
"190",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21273018,-32.23855962,TRUE,2,1,"food-packing","shoreline and recreational"
"191",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21272707,-32.23858473,TRUE,2,1,"plastic-bag","shoreline and recreational"
"192",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21272379,-32.23855624,TRUE,2,1,"shoreline-and-recreational-activities","shoreline and recreational"
"193",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21270037,-32.23853408,TRUE,2,1,"beverage-PET","shoreline and recreational"
"194",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21263196,-32.23856531,TRUE,2,1,"plastic-bag","shoreline and recreational"
"195",1,NA,NA,NA,2018-12-31,"17:21","17:39",NA,NA,-52.21260438,-32.23850621,TRUE,2,1,"plastic-bag","shoreline and recreational"
"196",1,NA,NA,NA,2018-12-31,"17:47","17:52",NA,"Guardanapo. Ponto Final.",-52.20831087,-32.23527705,TRUE,2,2,"paper-bag","shoreline and recreational"
"197",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Cabo De Vassoura (1/4)",-52.20619352,-32.23253058,TRUE,2,3,"dumping-activities","dumping"
"198",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Cano De ""Fio""",-52.20604034,-32.2323678,TRUE,2,3,"building-materials","dumping"
"199",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Extensor",-52.20618084,-32.2324701,TRUE,2,3,"shoreline-and-recreational-activities","shoreline and recreational"
"200",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Garrafa Detergente",-52.20574801,-32.23212313,TRUE,2,3,"bleach-cleaner-bottles","ocean waterway"
"201",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Garrafa Pet De Oleo",-52.20606448,-32.23231488,TRUE,2,3,"beverage-PET","shoreline and recreational"
"202",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Papel umEdecidO",-52.20575084,-32.23213046,TRUE,2,3,"medical-personal-hygiene","medical personal hygiene"
"203",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"PH",-52.20581722,-32.232062,TRUE,2,3,"medical-personal-hygiene","medical personal hygiene"
"204",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Rexona. Desodorante. Lata De...",-52.20583226,-32.23215986,TRUE,2,3,"shoreline-and-recreational-activities","shoreline and recreational"
"205",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Rolo De PapelaO De Ph, Com PH Dentro...",-52.20583495,-32.23207195,TRUE,2,3,"medical-personal-hygiene","medical personal hygiene"
"206",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"R�tulo De Agua Pet",-52.20574888,-32.23208451,TRUE,2,3,"food-packing","shoreline and recreational"
"207",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,"Tetrapack. CaiXa De Leite",-52.20572393,-32.23209921,TRUE,2,3,"food-packing","shoreline and recreational"
"208",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20619498,-32.23252812,TRUE,2,3,"straw-stirrers","shoreline and recreational"
"209",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20618366,-32.2324976,TRUE,2,3,"plastic-bag","shoreline and recreational"
"210",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20618241,-32.23251752,TRUE,2,3,"shoreline-and-recreational-activities","shoreline and recreational"
"211",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20616754,-32.23241991,TRUE,2,3,"food-packing","shoreline and recreational"
"212",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20609718,-32.23238394,TRUE,2,3,"plastic-bag","shoreline and recreational"
"213",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20607139,-32.23238058,TRUE,2,3,"food-packing","shoreline and recreational"
"214",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20606433,-32.23240051,TRUE,2,3,"plastic-bag","shoreline and recreational"
"215",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20603674,-32.23239473,TRUE,2,3,"beverage-PET","shoreline and recreational"
"216",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20601941,-32.23226601,TRUE,2,3,"plastic-bag","shoreline and recreational"
"217",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20601292,-32.23226702,TRUE,2,3,"ropes","ocean waterway"
"218",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20601161,-32.23226845,TRUE,2,3,"fishing-line","ocean waterway"
"219",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.2058887,-32.23221147,TRUE,2,3,"dumping-activities","dumping"
"220",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20586738,-32.23212595,TRUE,2,3,"plastic-bag","shoreline and recreational"
"221",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20575876,-32.23208098,TRUE,2,3,"plastic-bag","shoreline and recreational"
"222",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20575565,-32.2321267,TRUE,2,3,"plastic-bag","shoreline and recreational"
"223",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20573786,-32.23206521,TRUE,2,3,"clothing-shoes","shoreline and recreational"
"224",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20573615,-32.23206427,TRUE,2,3,"beverage-PET","shoreline and recreational"
"225",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.2057361,-32.23208641,TRUE,2,3,"plastic-bag","shoreline and recreational"
"226",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.2057342,-32.23206793,TRUE,2,3,"food-packing","shoreline and recreational"
"227",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20572692,-32.23206675,TRUE,2,3,"fishing-line","ocean waterway"
"228",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20572685,-32.23206579,TRUE,2,3,"ropes","ocean waterway"
"229",1,NA,NA,NA,2018-12-31,"18:00","18:25",NA,NA,-52.20572339,-32.23206463,TRUE,2,3,"plastic-bag","shoreline and recreational"
"230",1,NA,NA,NA,2019-02-16,NA,NA,0,"Lamp",-52.2731300294394,-32.3074748178057,TRUE,1,1,"dumping-activities","dumping"
"231",1,NA,NA,NA,2019-02-16,NA,NA,0,"Tetrapack",-52.2732083350991,-32.3075794024733,TRUE,1,1,"food-packing","shoreline and recreational"
"232",1,NA,NA,NA,2019-02-16,NA,NA,0,"Tetrapack",-52.2729136773367,-32.3071991663759,TRUE,1,1,"food-packing","shoreline and recreational"
"233",1,NA,NA,NA,2019-02-16,NA,NA,0,"Cano",-52.2731025193552,-32.3074455845831,TRUE,1,1,"building-materials","dumping"
"234",1,NA,NA,NA,2019-02-16,NA,NA,0,"Fim do último transecto  12:56",-52.2673712542573,-32.2998525511555,TRUE,1,3,"beverage-PET","shoreline and recreational"
"235",1,NA,NA,NA,2019-02-16,NA,NA,0,"Flag",-52.2668367602282,-32.2992244264457,TRUE,1,3,"ocean-waterway-activities","ocean waterway"
"236",1,NA,NA,NA,2019-02-16,NA,NA,0,"Glove",-52.2731259998345,-32.3074857254577,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"237",1,NA,NA,NA,2019-02-16,NA,NA,0,"Glove",-52.2730979903029,-32.3074338556582,TRUE,1,1,"ocean-waterway-activities","ocean waterway"
"238",1,NA,NA,NA,2019-02-16,NA,NA,0,"Metal",-52.2670469867303,-32.2994598006658,TRUE,1,3,"dumping-activities","dumping"
"239",1,NA,NA,NA,2019-02-16,NA,NA,0,"Pedaço de caixa e pesca. Creates?",-52.2728802714224,-32.3072256201837,TRUE,1,1,"crates","ocean waterway"
"240",1,NA,NA,NA,2019-02-16,NA,NA,0,"Pofe e iogurte",-52.2730664919654,-32.3073985913983,TRUE,1,1,"food-packing","shoreline and recreational"
"241",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.273258834693,-32.3076642877169,TRUE,1,1,"plastic-bag","shoreline and recreational"
"242",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732526199629,-32.3077192190452,TRUE,1,1,"beverage-PET","shoreline and recreational"
"243",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732420357625,-32.3076536438158,TRUE,1,1,"plastic-bag","shoreline and recreational"
"244",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732225102746,-32.3075898741265,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"245",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732197331134,-32.3076261118591,TRUE,1,1,"plastic-bag","shoreline and recreational"
"246",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732193200967,-32.3076180064061,TRUE,1,1,"beverage-PET","shoreline and recreational"
"247",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732145565028,-32.3076196644281,TRUE,1,1,"ropes","ocean waterway"
"248",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732124644296,-32.3076289066603,TRUE,1,1,"ropes","ocean waterway"
"249",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732110593312,-32.3076089423451,TRUE,1,1,"beverage-PET","shoreline and recreational"
"250",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732094313578,-32.3076570244284,TRUE,1,1,"strapping-bands","ocean waterway"
"251",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732073450244,-32.3076586694632,TRUE,1,1,"beverage-PET","shoreline and recreational"
"252",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732072457467,-32.307616265926,TRUE,1,1,"plastic-bag","shoreline and recreational"
"253",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2732042454026,-32.3076037703123,TRUE,1,1,"ropes","ocean waterway"
"254",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731971193092,-32.3075892453207,TRUE,1,1,"beverage-PET","shoreline and recreational"
"255",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731823019015,-32.3075775782868,TRUE,1,1,"food-packing","shoreline and recreational"
"256",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.273155772755,-32.3074909792582,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"257",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731476690048,-32.3075671850534,TRUE,1,1,"plastic-bag","shoreline and recreational"
"258",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731332916309,-32.3074809585482,TRUE,1,1,"clothing-shoes","shoreline and recreational"
"259",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731323201249,-32.3074855497602,TRUE,1,1,"buoys-floats","ocean waterway"
"260",1,NA,NA,NA,2019-02-16,NA,NA,0,NA,-52.2731284291727,-32.3074862685744,TRUE,1,1,"fishing-line","ocean waterway"
